Unnamed: 0,image,crop_id,particle_id,X,Y,radius_px,radius_um,overlapping,filtered,BF_px,BF_mean,BF_mean_filt,BF_sd,BF_min,BF_max,ACTB_px,ACTB_mean,ACTB_mean_filt,ACTB_sd,ACTB_min,ACTB_max,PTPRC_px,PTPRC_mean,PTPRC_mean_filt,PTPRC_sd,PTPRC_min,PTPRC_max,YAP_px,YAP_mean,YAP_mean_filt,YAP_sd,YAP_min,YAP_max,class
613,4,613,66,1671,1114,60,60.0,False,True,11287.0,37353.49242491362,37542.14499279539,5344.4404095083755,3369.0,57981.0,11287.0,1.6895543545672012,1.6895543545672012,0.7105252611647309,0.0,6.0,11287.0,2.183308230707894,2.183308230707894,0.7754846137524984,1.0,6.0,11287.0,2.4849827234871977,2.4849827234871977,0.9833920143862424,1.0,7.0,Empty
614,4,614,67,751,187,59,59.0,False,True,10911.0,37254.044175602605,37706.2067634626,8034.612974588498,0.0,65535.0,10911.0,2.6208413527632666,2.6208413527632666,0.8425938038259935,0.0,8.0,10911.0,2.143249931262029,2.143249931262029,0.7542444196803565,0.0,5.0,10911.0,2.988085418385116,3.0,1.056486010050191,0.0,8.0,Empty
615,4,615,68,1788,1063,63,63.0,False,True,12450.999999999998,37624.35282306642,37589.16947232114,5130.389553494807,11739.0,60839.0,12451.0,2.144807645972211,2.144807645972211,0.8274035071684024,0.0,6.0,12451.0,1.9469118946269377,1.9469118946269377,0.7099637817436271,0.0,5.0,12451.000000000002,2.643964340213637,2.643964340213637,0.9495630891360208,0.0,6.0,Empty
616,4,616,69,997,792,60,60.0,False,True,11287.0,37506.03233808807,38339.85548823949,7609.843055773123,0.0,63391.0,11287.0,1.9103393284309385,1.9103393284309385,0.7547295370414224,0.0,6.0,11287.0,2.5175866040577657,2.5175866040577657,0.8481949449143366,1.0,6.0,11287.0,2.643660848764065,2.643660848764065,0.9574450258687588,1.0,8.0,Empty
617,4,617,70,1563,687,60,60.0,False,True,11287.0,37296.700894834765,37837.75857065119,6583.248971842844,0.0,65535.0,11287.0,2.2808540799149464,2.2808540799149464,0.8807567687794571,0.0,6.0,11287.0,2.3286967307521933,2.3286967307521933,0.7832601814338173,1.0,6.0,11287.0,2.7457251705501906,2.7457251705501906,1.0396682192678923,1.0,7.0,Empty
618,4,618,71,486,955,59,59.0,False,True,10911.0,36195.57409953258,36836.732142857145,6987.176150003108,0.0,65535.0,10911.0,1.9874438639904684,1.9874438639904684,0.7877766470161259,0.0,6.0,10911.0,2.3774172853084043,2.3774172853084043,0.8191746853776645,1.0,6.0,10911.0,2.7195490789111907,2.7195490789111907,1.0108847706660231,1.0,8.0,Empty
619,4,619,72,1347,756,67,67.0,False,True,14071.000000000002,38892.659938881385,38547.67655871023,5526.011314935028,18476.0,65535.0,14071.0,15.438987989481912,16.282093969663336,5.472717242141679,1.0,28.0,14071.0,2.2376519081799446,2.2376519081799446,0.7959857720929029,0.0,6.0,14071.0,3.9859285054367137,4.0,1.3691010805450634,1.0,10.0,Empty
620,4,620,73,2041,543,60,60.0,False,True,11286.999999999998,34309.24036502172,34827.057194244604,6849.984751375785,0.0,65535.0,11287.0,2.202179498538141,2.202179498538141,0.8754563864057554,1.0,6.0,11287.0,1.696110569681935,1.696110569681935,0.6750669290759875,0.0,5.0,11287.0,2.717196775050944,2.717196775050944,1.012515466696092,1.0,7.0,Empty
621,4,621,74,1078,1132,60,60.0,False,True,11287.0,37583.99494994241,38306.34036416081,6705.941905660513,0.0,59716.0,11287.0,1.885177637990609,1.885177637990609,0.7947505529830131,0.0,5.0,11287.0,2.5333569593337466,2.5333569593337466,0.8325353962673266,1.0,7.0,11287.0,2.5713652874988924,2.5713652874988924,0.9705627944338224,0.0,6.0,Empty
622,4,622,75,1209,805,59,59.0,False,True,10911.0,38063.65777655577,38205.01417264863,5637.629317791518,2552.0,62268.0,10911.0,2.0493080377600585,2.0493080377600585,0.8957926829415243,0.0,7.0,10911.0,2.4072037393456145,2.4072037393456145,0.8068873281350759,1.0,6.0,10911.0,2.6364219594904226,2.6364219594904226,1.0329857081834193,1.0,7.0,Empty
623,4,623,76,1737,72,59,59.0,False,True,10911.0,35931.221886169915,36362.11665430267,7370.054231577407,0.0,65535.0,10911.0,2.6694161855008707,2.6694161855008707,0.8789112763643624,1.0,7.0,10911.0,1.6677664742003482,1.6677664742003482,0.7031524566065374,0.0,6.0,10911.0,3.0057739895518285,3.0,1.0469080757096978,1.0,8.0,Empty
624,4,624,77,1755,540,60,60.0,False,True,11286.999999999998,36808.84840967485,37181.71673513128,6461.3372094215665,0.0,65127.0,11287.0,1.992823602374413,1.992823602374413,0.8252257228997877,0.0,6.0,11287.0,1.9429432090015064,1.9429432090015064,0.7280806836709108,0.0,5.0,11287.0,2.6516346239036057,2.6516346239036057,0.9713822797301288,1.0,7.0,Empty
625,4,625,78,700,625,66,66.0,False,True,13671.0,37727.83914856265,37592.81444064775,6900.731586158356,2144.0,65535.0,13670.999999999998,2.1174017994294494,2.1174017994294494,0.8347725168254974,1.0,6.0,13670.999999999998,2.225294418842806,2.225294418842806,0.8223922168749099,0.0,8.0,13671.000000000002,2.63938263477434,2.63938263477434,0.9864177602640922,1.0,6.0,Empty
626,4,626,79,2088,651,61,61.0,False,True,11679.0,34679.77352513058,35022.31745753808,6809.123787499163,0.0,61962.0,11679.0,2.3249422039558185,2.3249422039558185,0.9048321126885264,0.0,6.0,11679.0,1.7010874218683107,1.7010874218683107,0.6720921573311806,0.0,5.0,11679.0,2.9736278790992383,3.0,1.034215463874997,1.0,8.0,Empty
627,4,627,80,1446,646,59,59.0,False,True,10911.0,37301.00449088076,37843.13710273466,7541.6059967397805,0.0,65433.0,10911.0,2.7415452295848226,2.7415452295848226,1.2136439670693733,1.0,7.0,10911.0,2.32196865548529,2.32196865548529,0.7912964893834339,0.0,7.0,10911.0,2.6817890202547887,2.6817890202547887,1.0225740700525776,0.0,7.0,Empty
628,4,628,81,1467,207,60,60.0,False,True,11287.0,37386.495082838665,37865.890551749006,7648.229886438255,0.0,65535.0,11286.999999999998,35.48888101355542,31.898113207547173,28.98489990160299,2.0,212.0,11287.0,41.804996899087456,43.446110056926,19.354067824722247,3.0,139.0,11287.0,7.164348365376097,6.474913724449164,5.642569202495098,2.0,46.0,Nucleus
629,4,629,82,1444,1131,61,61.0,False,True,11679.0,37325.09144618546,37786.26196647659,6159.430882558449,2144.0,64718.0,11679.0,2.007877386762565,2.007877386762565,0.7661426160495339,0.0,6.0,11679.0,2.416645260724377,2.416645260724377,0.7809380350031164,1.0,6.0,11679.0,2.539001626851614,2.539001626851614,0.9186438721451712,1.0,7.0,Empty
630,4,630,83,1152,357,61,61.0,False,True,11678.999999999998,38651.713074749554,38868.40079502247,6691.003965888813,3777.0,65535.0,11679.0,2.4971316037331963,2.4971316037331963,0.8415760125135321,1.0,7.0,11679.0,2.1465022690298827,2.1465022690298827,0.7886695825210063,0.0,6.0,11679.0,2.824899392071239,2.824899392071239,1.0019639613493785,1.0,7.0,Empty
631,4,631,84,1695,184,59,59.0,False,True,10911.0,36736.837778388784,36933.61286744315,6691.9564553252685,0.0,65535.0,10911.0,2.5596187333883242,2.5596187333883242,0.8668567158675317,0.0,6.0,10911.0,1.735129685638347,1.735129685638347,0.6962015637100574,0.0,5.0,10911.0,2.92237191824764,3.0,1.0397316852630345,1.0,8.0,Empty
632,4,632,85,1848,451,61,61.0,False,True,11679.0,35980.22022433428,36318.940883313284,6757.221413499994,0.0,65535.0,11679.0,2.128521277506636,2.128521277506636,0.8295060443612596,0.0,6.0,11679.0,1.814110797157291,1.814110797157291,0.6874552996313446,0.0,5.0,11679.0,2.610411850329652,2.610411850329652,0.9809982456276222,0.0,7.0,Empty
633,4,633,86,1204,1105,57,57.0,False,True,10187.0,37110.913909885145,37761.062799043066,7133.010821039978,0.0,65535.0,10187.0,2.0481986845980167,2.0481986845980167,0.8094934922132734,0.0,6.0,10187.0,2.4981839599489546,2.4981839599489546,0.8043464680872043,1.0,6.0,10187.0,2.7132620005889856,2.7132620005889856,1.030669301551539,1.0,8.0,Empty
634,4,634,87,684,324,66,66.0,True,False,13671.0,37611.050032916384,37597.53541451922,7913.917174674169,3471.0,65535.0,13671.0,2.5902274888450005,2.5902274888450005,0.909336578975116,1.0,7.0,13671.0,2.1378831102333407,2.1378831102333407,0.7334894370334467,1.0,5.0,13671.000000000002,3.0635652110306486,3.0,1.0597593528758906,1.0,7.0,NA
635,4,635,89,1320,1129,60,60.0,False,True,11287.0,36927.1259856472,37369.63515932689,7417.066590260822,0.0,65535.0,11287.0,1.9111367059448925,1.9111367059448925,0.8135181799994237,0.0,6.0,11287.0,2.4912731460972797,2.4912731460972797,0.8135737361976371,1.0,6.0,11287.000000000002,2.5923628953663505,2.5923628953663505,0.9821414883886987,0.0,6.0,Empty
636,4,636,90,1443,324,53,53.0,False,True,8807.0,37433.291813330296,37998.32241697417,7418.055691691515,0.0,65535.0,8807.0,2.594299988645396,2.594299988645396,0.9384022729454542,0.0,6.0,8807.0,2.289542409447031,2.289542409447031,0.8163806984181088,1.0,7.0,8807.0,2.8586351765640967,2.8586351765640967,0.9336450405528164,1.0,7.0,Empty
637,4,637,91,1029,537,63,63.0,False,True,12451.0,38237.345193157176,38747.91697806661,7056.1782495930265,3981.0,65535.0,12451.0,1.8005782668058792,1.8005782668058792,0.7625393199560779,0.0,5.0,12451.0,2.0472251224801217,2.0472251224801217,0.7703146096642298,0.0,5.0,12451.0,2.407838727813027,2.407838727813027,0.98037095728693,1.0,7.0,Empty
638,4,638,92,939,900,65,65.0,False,True,13271.000000000002,38126.20902720217,38671.25699088146,6679.114139908901,1429.0,65535.0,13271.0,1.877251149122146,1.877251149122146,0.7791767632873736,0.0,6.0,13271.0,2.418431165699646,2.418431165699646,0.8321334421966364,1.0,7.0,13271.0,2.576896993444352,2.576896993444352,0.9388377750623966,1.0,8.0,Empty
639,4,639,93,1009,675,60,60.0,False,True,11287.0,38137.69300965713,38729.749419539214,6894.462567711172,1021.0,65535.0,11287.0,1.764685035881988,1.764685035881988,0.7600951346651942,0.0,5.0,11286.999999999998,2.3531496411801194,2.3531496411801194,0.8275803889063724,1.0,6.0,11287.0,2.4756799858244,2.4756799858244,0.9859055530607482,0.0,7.0,Empty
640,4,640,94,786,427,62,62.0,False,True,12058.999999999998,37314.30524919148,37902.2828991316,7708.090948710085,0.0,65535.0,12059.0,2.310058877187163,2.310058877187163,0.8938934580832031,0.0,6.0,12059.0,2.2071481880752963,2.2071481880752963,0.7684240242646501,1.0,6.0,12059.0,2.7779252010946185,2.7779252010946185,0.939115247590528,1.0,7.0,Empty
641,4,641,95,1488,93,63,63.0,False,True,12451.0,36773.569271544446,37382.34591803808,8005.668677534697,0.0,65535.0,12451.0,3.110352582121918,3.110352582121918,1.5026113203456442,1.0,21.0,12451.0,2.3908922978074045,2.3908922978074045,1.786188347479453,0.0,25.0,12451.0,3.0345353786844433,3.0,1.0527470857548795,1.0,8.0,Empty
642,4,642,96,1221,690,57,57.0,False,True,10187.0,37661.04181800334,38244.95815152717,6898.624161120958,204.0,65535.0,10187.0,2.109649553352312,2.0,0.9040837212219064,0.0,6.0,10187.0,2.276234416413076,2.276234416413076,0.8159760167679402,1.0,7.0,10187.0,2.5094728575635608,2.5094728575635608,0.996894947127645,0.0,7.0,Empty
643,4,643,98,891,399,62,62.0,True,False,12058.999999999998,37865.96998092711,38305.18443658413,7267.756093696338,510.0,65535.0,12058.999999999998,2.3635458993283027,2.3635458993283027,0.8994665738837572,0.0,7.0,12059.0,2.2791276225225974,2.2791276225225974,0.8007613314166142,1.0,5.0,12059.000000000002,2.772535036072642,2.772535036072642,1.0203609066379142,1.0,7.0,NA
644,4,644,103,915,579,62,62.0,False,True,12059.0,38134.05572601377,38529.00468305737,7254.439186661772,1327.0,65535.0,12059.000000000002,2.0518285098266853,2.0,0.8328506473507898,0.0,6.0,12059.000000000002,2.339331619537275,2.339331619537275,0.8093622000159244,1.0,6.0,12059.0,2.5988058711335933,2.5988058711335933,0.9605806666945396,1.0,6.0,Empty
645,4,645,104,315,247,59,59.0,True,True,10911.0,36367.29896434791,36127.114754098366,6013.010281046923,4594.0,65535.0,10911.0,2.3980386765649344,2.3980386765649344,0.8487656225353647,1.0,6.0,10911.0,1.7600586564017964,1.7600586564017964,0.6724499561258913,0.0,7.0,10911.0,2.583631197873705,2.583631197873705,0.9033302539992368,1.0,6.0,Empty
646,4,646,105,1951,84,62,62.0,False,True,12058.999999999998,34479.010614478815,35276.72895311713,9305.477466839871,0.0,65535.0,12059.0,18.04701882411477,17.290994887927646,12.729349930043163,1.0,99.0,12059.0,3.4075794012770544,3.4075794012770544,7.002882536127831,1.0,72.0,12059.0,19.57376233518534,19.647686832740213,11.739096224344927,1.0,89.0,Nucleus
647,4,647,107,1017,397,71,71.0,False,True,15810.999999999998,39011.2423629119,38979.84163359365,7161.714340907264,0.0,65535.0,15810.999999999998,2.3136424008601613,2.3136424008601613,0.8507511863404432,0.0,6.0,15811.000000000002,2.103851748782493,2.103851748782493,0.7567074230654754,0.0,5.0,15811.0,2.711909430143571,2.711909430143571,0.9623468225581984,0.0,7.0,Empty
648,4,648,108,1563,349,64,64.0,False,True,12851.0,37086.175706170725,37795.08988235294,8225.070963074988,0.0,65535.0,12850.999999999998,2.3302466734106297,2.3302466734106297,0.8686354337537969,0.0,7.0,12851.000000000002,2.0320597618862344,2.0320597618862344,0.7654100666181316,0.0,6.0,12851.0,2.716364485254066,2.716364485254066,0.9976686132942444,0.0,7.0,Empty
649,4,649,109,1992,1110,63,63.0,False,True,12451.0,35190.84989157497,35970.51522965351,7729.967451677105,0.0,65229.0,12451.0,1.9123765159424944,1.9123765159424944,0.8631993196987194,0.0,7.0,12451.0,1.4792386153722592,1.4792386153722592,0.6059289414640507,0.0,5.0,12450.999999999998,2.440767809814473,2.440767809814473,0.9188006004510116,0.0,8.0,Empty
650,4,650,110,1483,774,57,57.0,False,True,10187.0,37849.67478158437,38072.00987947046,5646.898884627574,1531.0,61758.0,10187.0,2.1606950034357517,2.1606950034357517,0.8201318815106237,0.0,5.0,10187.0,2.2976342397172873,2.2976342397172873,0.7515288553448499,1.0,5.0,10187.0,2.456660449592618,2.456660449592618,0.883051345537125,0.0,6.0,Empty
651,4,651,112,2026,987,64,64.0,False,True,12851.0,35008.262469846704,35354.256510213636,6374.739500175425,0.0,65535.0,12851.0,1.9490312037973696,1.9490312037973696,0.7684956679546269,0.0,5.0,12851.0,1.5290638860789043,1.5290638860789043,0.6757292085696033,0.0,6.0,12851.000000000002,2.463465878141778,2.463465878141778,1.000101046555662,0.0,8.0,Empty
652,4,652,113,1672,301,57,57.0,False,True,10187.0,37087.513693923625,37219.28087215064,6820.760550465114,0.0,65535.0,10187.0,2.3091194659860608,2.3091194659860608,0.8196314419057555,0.0,6.0,10187.0,1.8681653087268089,1.8681653087268089,0.7333068142560171,0.0,6.0,10187.0,2.8436242269559244,2.8436242269559244,0.9819162671344116,1.0,7.0,Empty
653,4,653,114,1231,555,65,65.0,False,True,13271.0,37180.600934368165,37839.4073736914,8045.767412263754,0.0,65535.0,13271.000000000002,2.0359430336824653,2.0359430336824653,0.8525474188683844,0.0,7.0,13271.0,2.1342023962022454,2.1342023962022454,0.7484435175213523,1.0,5.0,13271.000000000002,2.687212719463492,2.687212719463492,1.0319520455796038,1.0,9.0,Empty
654,4,654,115,2002,337,56,56.0,False,True,9843.0,34969.95082799959,35247.66549368661,5615.39361829496,0.0,65535.0,9843.0,2.4411256730671544,2.4411256730671544,0.8909122912567917,1.0,7.0,9843.0,1.5703545666971452,1.5703545666971452,0.6341263045539272,0.0,5.0,9843.0,2.9469673879914664,3.0,1.0035149531288812,0.0,7.0,Empty
655,4,655,116,82,136,67,67.0,True,False,14071.0,33992.862696325785,34199.56144612747,7568.517436767694,1429.0,65535.0,14071.0,2.492928718641177,2.492928718641177,0.8846902746513827,1.0,6.0,14071.0,1.586454409778978,1.586454409778978,0.5980435143808679,0.0,4.0,14071.0,2.959633288323502,3.0,1.0007129754459607,1.0,9.0,NA
656,4,656,117,315,247,67,67.0,True,False,14071.000000000002,35519.799943145474,35748.783559685486,8103.61312990753,1940.0,65535.0,14071.0,2.361523701229479,2.361523701229479,0.8483944935440307,1.0,6.0,14071.0,1.7604292516523343,1.7604292516523343,0.6895983947791744,0.0,7.0,14071.0,2.5935612252149807,2.5935612252149807,0.9050029790466579,1.0,6.0,NA
657,4,657,119,1936,880,58,58.0,False,True,10555.0,36100.104689720516,36566.042857142864,5941.328714195975,0.0,64820.0,10555.0,2.1053529133112265,2.1053529133112265,0.8028164279562835,0.0,6.0,10555.0,1.9408810990052108,1.9408810990052108,0.7298929407474989,0.0,6.0,10555.0,2.578493604926575,2.578493604926575,0.9513867336873674,1.0,6.0,Empty
658,4,658,120,624,1159,57,57.0,True,True,10187.0,37809.504073819575,38096.087163232965,5799.804530718271,3164.0,63391.0,10187.0,1.7987631294787474,1.7987631294787474,0.7344784315092949,0.0,5.0,10187.0,2.2620005889859627,2.2620005889859627,0.7047581507475478,1.0,5.0,10187.0,2.527829586728183,2.527829586728183,0.954180497252616,1.0,7.0,Empty
659,4,659,121,1645,499,56,56.0,False,True,9843.0,37152.706999898415,37564.31500102607,6570.322914557802,2144.0,65535.0,9843.0,2.0766026617901048,2.0766026617901048,0.7672458660288488,1.0,5.0,9843.0,2.0278370415523717,2.0278370415523717,0.779341402402695,0.0,6.0,9843.0,2.636594534186732,2.636594534186732,1.0057792287744003,1.0,7.0,Empty
660,4,660,122,942,280,56,56.0,True,False,9843.0,38011.35751295337,38596.488,7431.778520922205,0.0,65535.0,9843.0,2.499441227268109,2.499441227268109,0.9438544452035852,0.0,7.0,9843.0,2.326526465508483,2.326526465508483,0.7708327108754641,1.0,7.0,9843.0,2.8582749161840897,2.8582749161840897,1.0399562696475826,1.0,7.0,NA
661,4,661,123,1510,1017,69,69.0,False,True,14947.0,38126.066568542185,37973.4324397144,5864.955311129809,2960.0,65535.0,14947.0,2.4469124238977717,2.4469124238977717,0.9427523696062852,1.0,8.0,14947.0,2.3821502642670764,2.3821502642670764,0.7816024358541159,0.0,6.0,14946.999999999998,2.7479761825115414,2.7479761825115414,1.0559901319911629,1.0,8.0,Empty
662,4,662,124,954,282,56,56.0,True,True,9843.0,38403.45626333435,38818.80149346608,6925.786505377261,3369.0,65535.0,9843.0,2.470283450167632,2.470283450167632,0.9511088994930672,0.0,7.0,9843.0,2.302854820684751,2.302854820684751,0.8018183756069786,1.0,7.0,9843.0,2.8098140810728442,2.8098140810728442,1.0233468844222802,1.0,7.0,Empty
663,4,663,125,1915,544,64,64.0,True,False,12851.0,35348.37794724147,35862.83150357995,7887.015887980218,0.0,65535.0,12851.0,2.267916893626955,2.267916893626955,0.8805634357940527,0.0,7.0,12851.0,1.7358960392187381,1.7358960392187381,0.6923232104150729,0.0,5.0,12851.0,2.65948175239281,2.65948175239281,0.9576631345944208,1.0,7.0,NA
664,4,664,126,954,282,63,63.0,True,False,12451.0,37568.567022729105,38324.76848874598,8029.971749236496,0.0,65535.0,12451.0,2.452413460766204,2.452413460766204,0.9498109232562396,0.0,7.0,12451.0,2.3525821219179184,2.3525821219179184,0.8037821449058116,1.0,7.0,12451.0,2.8352742751586217,2.8352742751586217,1.0331097136973046,1.0,7.0,NA
665,4,665,127,1306,1009,58,58.0,False,True,10555.0,37633.23780198958,38000.16033755274,6555.157135468873,1327.0,65535.0,10555.0,1.9651350071056368,1.9651350071056368,0.8385077134218938,0.0,5.0,10555.0,2.567693036475604,2.567693036475604,0.8114752153627974,1.0,6.0,10555.0,2.613358597820938,2.613358597820938,0.9310231042385484,0.0,6.0,Empty
666,4,666,128,2091,888,57,57.0,False,True,10187.0,34578.71070972808,34868.358841158835,6270.014436139399,0.0,62166.0,10187.0,2.0007853146166683,2.0,0.8870651775278929,0.0,7.0,10187.0,1.5192892902719153,1.5192892902719153,0.6686812015997489,0.0,6.0,10187.0,2.5682732894866005,2.5682732894866005,0.9920299811867505,0.0,7.0,Empty
667,4,667,130,1003,1008,58,58.0,False,True,10555.0,38828.871435338704,38810.359792427436,5351.799650337332,6329.0,65535.0,10555.0,2.731501657981999,2.731501657981999,0.9839582905049548,1.0,7.0,10555.0,2.5525343439128374,2.5525343439128374,0.8510934091641893,1.0,6.0,10555.0,2.656181904310753,2.656181904310753,1.0157119127936691,1.0,6.0,Empty
668,4,668,131,1837,639,71,71.0,True,False,15811.0,36724.97735753589,36669.914793050586,6614.6182804171885,0.0,65535.0,15810.999999999998,2.412307886914174,2.412307886914174,0.9555011303206562,0.0,7.0,15810.999999999998,2.0394029473151605,2.0394029473151605,0.8147046829597662,1.0,10.0,15811.0,2.691101132123205,2.691101132123205,1.004617066643162,0.0,7.0,NA
669,4,669,132,1837,639,59,59.0,True,True,10911.0,37065.30153056549,36849.02823704254,4897.765257188565,2246.0,65535.0,10911.0,2.402896159838695,2.402896159838695,0.8797599093283953,0.0,7.0,10911.0,1.9593987718815875,1.9593987718815875,0.7223352931152639,1.0,5.0,10911.0,2.6925121437081843,2.6925121437081843,1.0021230438468096,1.0,7.0,Empty
670,4,670,133,1756,922,69,69.0,False,True,14947.0,37401.06663544524,37275.396793317166,6053.428312769201,7860.0,65535.0,14946.999999999998,2.871947548002944,2.871947548002944,1.8851216200121093,0.0,11.0,14947.0,2.2371713387301804,2.2371713387301804,0.7583626503373845,1.0,5.0,14947.0,2.778216364487857,2.778216364487857,0.9946598313602392,1.0,7.0,Empty
671,4,671,134,1294,879,55,55.0,False,True,9475.0,37882.736147757256,38117.9873931624,5999.768653186056,3369.0,65535.0,9475.0,2.1732981530343007,2.1732981530343007,0.8813185392178857,0.0,6.0,9475.0,2.435145118733509,2.435145118733509,0.7722698391975572,1.0,6.0,9475.0,2.653825857519789,2.653825857519789,1.0155804097258807,1.0,7.0,Empty
672,4,672,135,82,136,56,56.0,True,True,9843.0,34104.194757695834,34226.76638001638,5977.607913176862,2960.0,65535.0,9843.0,2.4954790206237933,2.4954790206237933,0.8471854194089173,1.0,6.0,9843.0,1.5862033932744082,1.5862033932744082,0.6018703636620979,0.0,4.0,9843.0,3.0064004876562023,3.0,1.0252623737401962,1.0,9.0,Empty
673,4,673,136,1915,544,55,55.0,True,True,9475.0,36050.259525065965,36151.415473391746,6393.8726164707605,0.0,65535.0,9475.0,2.2927704485488127,2.2927704485488127,0.8941825928250943,0.0,7.0,9475.0,1.6693403693931397,1.6693403693931397,0.6590184896016218,0.0,5.0,9475.0,2.6351451187335093,2.6351451187335093,0.926519100638624,1.0,6.0,Empty
674,4,674,137,684,324,57,57.0,True,True,10187.0,38111.2816334544,37866.18452146514,5419.146631047632,9698.0,65535.0,10187.0,2.658191813095121,2.658191813095121,0.9321659379840516,1.0,7.0,10187.0,2.148817119858643,2.148817119858643,0.7350748662725791,1.0,5.0,10187.0,3.0465298910375966,3.0,1.076715044611363,1.0,7.0,Empty
675,4,675,138,1900,990,56,56.0,False,True,9843.0,36747.00172711572,36981.43258426966,6139.864401593521,817.0,65535.0,9843.0,1.9655592807071012,1.9655592807071012,0.8107103706664527,0.0,5.0,9843.0,1.8080869653560907,1.8080869653560907,0.6788840097432859,0.0,5.0,9843.0,2.5294117647058822,2.5294117647058822,1.0085600958005283,1.0,7.0,Empty
676,4,676,139,1036,55,48,48.0,True,True,7211.0,38207.73249202607,38493.37017197632,6100.146018164749,0.0,65433.0,7211.0,2.5312716682845653,2.5312716682845653,0.8971285213406035,1.0,10.0,7211.0,1.9384274025793928,1.9384274025793928,0.7778180625262405,0.0,9.0,7211.000000000001,2.9950076272361668,3.0,1.1159277426196077,1.0,12.0,Empty
677,4,677,140,2091,436,57,57.0,False,True,10187.0,34893.2004515559,34983.78547196168,5163.286283461972,0.0,58287.0,10187.0,2.7533130460390693,2.7533130460390693,0.9856671723675521,1.0,8.0,10187.0,1.5748502994011977,1.5748502994011977,0.608154127415339,0.0,6.0,10187.0,3.0428978109355063,3.0,1.0258394057390534,1.0,8.0,Empty
678,4,678,141,891,399,54,54.0,True,True,9143.0,38477.706660833435,38532.23185483871,5298.053779710347,4491.0,65535.0,9143.0,2.376790987640818,2.376790987640818,0.8859837432009585,1.0,7.0,9143.0,2.2873236355681943,2.2873236355681943,0.8000465376217393,1.0,5.0,9143.0,2.7692223559006885,2.7692223559006885,1.0264498937270758,1.0,7.0,Empty
679,5,679,0,1975,760,60,60.0,False,True,11287.0,36237.78435368123,36248.04949261172,6856.601650212559,0.0,65535.0,11287.0,33.9996456099938,33.785714285714285,15.301934455062167,2.0,111.0,11287.000000000002,4.193674138389297,4.193674138389297,9.478015804262476,1.0,73.0,11287.0,6.5858066802516175,6.449185415050428,3.2857023622515245,1.0,26.0,Nucleus
680,5,680,1,846,226,62,62.0,False,True,12059.0,35531.39356497222,35711.31960155327,7690.628012888025,0.0,65535.0,12059.0,44.550791939630145,46.048171275646745,21.259362585657836,2.0,153.0,12059.0,4.475163778091051,4.475163778091051,6.7881187669112375,1.0,78.0,12059.0,34.329131768803386,36.00495140289749,15.216105540425456,2.0,107.0,Nucleus
681,5,681,2,1971,427,62,62.0,False,True,12059.0,36654.8976697902,35806.567824924816,8327.757679449864,4668.0,65535.0,12059.0,57.301019985073395,59.92641075535114,24.53613323454832,3.0,166.0,12059.0,3.1244713491997684,3.0,1.6001847192289906,1.0,12.0,12059.0,32.76598391243055,34.96479477932337,13.049433675975884,2.0,66.0,Nucleus
682,5,682,3,1429,298,60,60.0,False,True,11287.0,37617.91671834853,37291.85719385934,6452.568584317127,7231.0,65535.0,11287.0,3.3146983255072207,3.3146983255072207,1.0801244701759003,1.0,8.0,11287.0,1.9082129883937275,1.9082129883937275,0.7134315338944969,0.0,6.0,11287.0,2.8251085319394,2.8251085319394,1.0136292901821438,1.0,7.0,Empty
683,5,683,4,1012,370,61,61.0,False,True,11679.0,36596.98064902817,36732.126586680584,6979.124528954342,0.0,65535.0,11679.0,3.0661015497902215,3.0,1.0457048117242689,1.0,8.0,11679.0,2.0953848788423666,2.0953848788423666,0.7752784686229869,1.0,6.0,11679.0,2.6980905899477694,2.6980905899477694,0.9758391051219364,1.0,7.0,Empty
684,5,684,5,786,87,61,61.0,False,True,11679.0,36571.21714187859,35885.74895977809,6692.681965963752,641.0,65535.0,11679.0,3.4675057796044175,3.4675057796044175,0.9986470187631792,1.0,8.0,11679.0,1.7419299597568283,1.7419299597568283,0.696410924129407,0.0,5.0,11679.0,2.9929788509290183,3.0,1.0656755498657449,1.0,7.0,Empty
685,5,685,6,2016,1143,61,61.0,False,True,11679.0,36009.47504067129,35894.9420089748,6356.494870672293,4302.0,65535.0,11679.0,2.21080571966778,2.21080571966778,0.8764305550742687,0.0,7.0,11679.0,1.2597825156263378,1.2597825156263378,0.5090010806910705,0.0,4.0,11679.0,2.2777635071495848,2.2777635071495848,0.8939357290444279,0.0,6.0,Empty
686,5,686,7,808,874,63,63.0,False,True,12450.999999999998,35756.026905469436,35700.92225288103,6824.548106569824,0.0,65535.0,12451.0,30.306160147779288,30.784803493449783,14.839285516098007,1.0,101.0,12451.0,3.738494900008032,3.0,4.497177292219744,1.0,46.0,12451.0,7.546060557384949,6.966806722689077,3.7136948632613636,1.0,31.0,Nucleus
687,5,687,8,1885,334,56,56.0,False,True,9843.0,36768.57533272376,36314.70772996125,7934.775331501396,0.0,65535.0,9843.0,3.0696941989230924,3.0,0.944900265202308,1.0,7.0,9843.0,1.5573504013004165,1.5573504013004165,0.6113139407645709,0.0,4.0,9843.0,3.0597378847912218,3.0,0.9950029635455706,1.0,8.0,Empty
